"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","CPI","TOT","IDX2015","A","2021",114.6113,
"POL","CPI","TOT","IDX2015","A","2022",131.1491,
"POL","CPI","TOT_FOODENRG","IDX2015","A","2018",101.2751,
"POL","CPI","TOT_FOODENRG","IDX2015","A","2019",103.1805,
"POL","CPI","TOT_FOODENRG","IDX2015","A","2020",107.1506,
"POL","CPI","TOT_FOODENRG","IDX2015","A","2021",111.4975,
"POL","CPI","TOT_FOODENRG","IDX2015","A","2022",121.4881,
"PRT","CPI","ENRG","IDX2015","A","2018",106.378,
"PRT","CPI","ENRG","IDX2015","A","2019",104.4955,
"PRT","CPI","ENRG","IDX2015","A","2020",99.23725,
"PRT","CPI","ENRG","IDX2015","A","2021",106.4579,
"PRT","CPI","ENRG","IDX2015","A","2022",131.6707,
"PRT","CPI","FOOD","IDX2015","A","2018",102.7822,
"PRT","CPI","FOOD","IDX2015","A","2019",103.1059,
"PRT","CPI","FOOD","IDX2015","A","2020",105.2581,
"PRT","CPI","FOOD","IDX2015","A","2021",106.0325,
"PRT","CPI","FOOD","IDX2015","A","2022",119.8073,
"PRT","CPI","TOT","IDX2015","A","2018",102.9978,
"PRT","CPI","TOT","IDX2015","A","2019",103.3461,
"PRT","CPI","TOT","IDX2015","A","2020",103.3332,
"PRT","CPI","TOT","IDX2015","A","2021",104.6411,
"PRT","CPI","TOT","IDX2015","A","2022",112.8373,
"PRT","CPI","TOT_FOODENRG","IDX2015","A","2018",102.5149,
"PRT","CPI","TOT_FOODENRG","IDX2015","A","2019",103.0161,
"PRT","CPI","TOT_FOODENRG","IDX2015","A","2020",102.9757,
"PRT","CPI","TOT_FOODENRG","IDX2015","A","2021",103.7501,
"PRT","CPI","TOT_FOODENRG","IDX2015","A","2022",109.5768,
"SVK","CPI","ENRG","IDX2015","A","2018",96.84728,
"SVK","CPI","ENRG","IDX2015","A","2019",100.9313,
"SVK","CPI","ENRG","IDX2015","A","2020",100.9166,
"SVK","CPI","ENRG","IDX2015","A","2021",100.9731,
"SVK","CPI","ENRG","IDX2015","A","2022",119.9318,
"SVK","CPI","FOOD","IDX2015","A","2018",105.0159,
"SVK","CPI","FOOD","IDX2015","A","2019",109.2184,
"SVK","CPI","FOOD","IDX2015","A","2020",111.971,
"SVK","CPI","FOOD","IDX2015","A","2021",114.0163,
"SVK","CPI","FOOD","IDX2015","A","2022",135.2529,
"SVK","CPI","TOT","IDX2015","A","2018",103.3189,
"SVK","CPI","TOT","IDX2015","A","2019",106.0719,
"SVK","CPI","TOT","IDX2015","A","2020",108.1264,
"SVK","CPI","TOT","IDX2015","A","2021",111.532,
"SVK","CPI","TOT","IDX2015","A","2022",125.7793,
"SVK","CPI","TOT_FOODENRG","IDX2015","A","2018",103.9897,
"SVK","CPI","TOT_FOODENRG","IDX2015","A","2019",106.0963,
"SVK","CPI","TOT_FOODENRG","IDX2015","A","2020",108.3874,
"SVK","CPI","TOT_FOODENRG","IDX2015","A","2021",112.8059,
"SVK","CPI","TOT_FOODENRG","IDX2015","A","2022",123.7171,
"ESP","CPI","ENRG","IDX2015","A","2018",104.7691,
"ESP","CPI","ENRG","IDX2015","A","2019",103.4723,
"ESP","CPI","ENRG","IDX2015","A","2020",93.52677,
"ESP","CPI","ENRG","IDX2015","A","2021",113.388,
"ESP","CPI","ENRG","IDX2015","A","2022",145.0447,
"ESP","CPI","FOOD","IDX2015","A","2018",104.3385,
"ESP","CPI","FOOD","IDX2015","A","2019",105.4176,
"ESP","CPI","FOOD","IDX2015","A","2020",107.9002,
"ESP","CPI","FOOD","IDX2015","A","2021",109.8926,
"ESP","CPI","FOOD","IDX2015","A","2022",122.6838,
"ESP","CPI","TOT","IDX2015","A","2018",103.4538,
"ESP","CPI","TOT","IDX2015","A","2019",104.1775,
"ESP","CPI","TOT","IDX2015","A","2020",103.8412,
"ESP","CPI","TOT","IDX2015","A","2021",107.0532,
"ESP","CPI","TOT","IDX2015","A","2022",116.0356,
"ESP","CPI","TOT_FOODENRG","IDX2015","A","2018",102.9263,
"ESP","CPI","TOT_FOODENRG","IDX2015","A","2019",103.9104,
"ESP","CPI","TOT_FOODENRG","IDX2015","A","2020",104.5009,
"ESP","CPI","TOT_FOODENRG","IDX2015","A","2021",105.0973,
"ESP","CPI","TOT_FOODENRG","IDX2015","A","2022",108.9762,
"SWE","CPI","ENRG","IDX2015","A","2018",118.4065,
"SWE","CPI","ENRG","IDX2015","A","2019",122.0904,
"SWE","CPI","ENRG","IDX2015","A","2020",110.2487,
"SWE","CPI","ENRG","IDX2015","A","2021",128.9721,
"SWE","CPI","ENRG","IDX2015","A","2022",171.3793,
"SWE","CPI","FOOD","IDX2015","A","2018",105.6712,
"SWE","CPI","FOOD","IDX2015","A","2019",108.6386,
"SWE","CPI","FOOD","IDX2015","A","2020",110.9531,
"SWE","CPI","FOOD","IDX2015","A","2021",111.4081,
"SWE","CPI","FOOD","IDX2015","A","2022",124.0132,
"SWE","CPI","TOT","IDX2015","A","2018",104.8046,
"SWE","CPI","TOT","IDX2015","A","2019",106.6745,
"SWE","CPI","TOT","IDX2015","A","2020",107.205,
"SWE","CPI","TOT","IDX2015","A","2021",109.5241,
"SWE","CPI","TOT","IDX2015","A","2022",118.6905,
"SWE","CPI","TOT_FOODENRG","IDX2015","A","2018",103.3999,
"SWE","CPI","TOT_FOODENRG","IDX2015","A","2019",104.971,
"SWE","CPI","TOT_FOODENRG","IDX2015","A","2020",106.2204,
"SWE","CPI","TOT_FOODENRG","IDX2015","A","2021",107.5988,
"SWE","CPI","TOT_FOODENRG","IDX2015","A","2022",113.8561,
"CHE","CPI","ENRG","IDX2015","A","2018",108.8675,
"CHE","CPI","ENRG","IDX2015","A","2019",108.3543,
"CHE","CPI","ENRG","IDX2015","A","2020",99.48206,
"CHE","CPI","ENRG","IDX2015","A","2021",108.0156,
"CHE","CPI","ENRG","IDX2015","A","2022",132.2206,
"CHE","CPI","FOOD","IDX2015","A","2018",102.0794,
"CHE","CPI","FOOD","IDX2015","A","2019",102.1939,
"CHE","CPI","FOOD","IDX2015","A","2020",102.2884,
"CHE","CPI","FOOD","IDX2015","A","2021",100.661,
"CHE","CPI","FOOD","IDX2015","A","2022",102.3309,
"CHE","CPI","TOT","IDX2015","A","2018",101.0341,
"CHE","CPI","TOT","IDX2015","A","2019",101.4007,
"CHE","CPI","TOT","IDX2015","A","2020",100.6647,
"CHE","CPI","TOT","IDX2015","A","2021",101.2504,
"CHE","CPI","TOT","IDX2015","A","2022",104.1208,
"CHE","CPI","TOT_FOODENRG","IDX2015","A","2018",100.3926,
"CHE","CPI","TOT_FOODENRG","IDX2015","A","2019",100.8492,
"CHE","CPI","TOT_FOODENRG","IDX2015","A","2020",100.5048,
"CHE","CPI","TOT_FOODENRG","IDX2015","A","2021",100.8641,
"CHE","CPI","TOT_FOODENRG","IDX2015","A","2022",102.5945,
"TUR","CPI","ENRG","IDX2015","A","2018",135.3521,
"TUR","CPI","ENRG","IDX2015","A","2019",153.7608,
"TUR","CPI","ENRG","IDX2015","A","2020",165.7584,
"TUR","CPI","ENRG","IDX2015","A","2021",201.7961,
"TUR","CPI","ENRG","IDX2015","A","2022",457.3558,
"TUR","CPI","FOOD","IDX2015","A","2018",140.6369,
"TUR","CPI","FOOD","IDX2015","A","2019",168.1115,
"TUR","CPI","FOOD","IDX2015","A","2020",191.3933,
"TUR","CPI","FOOD","IDX2015","A","2021",237.8558,
"TUR","CPI","FOOD","IDX2015","A","2022",441.568,
"TUR","CPI","TOT","IDX2015","A","2018",139.3499,
"TUR","CPI","TOT","IDX2015","A","2019",160.4988,
"TUR","CPI","TOT","IDX2015","A","2020",180.2064,
"TUR","CPI","TOT","IDX2015","A","2021",215.5205,
"TUR","CPI","TOT","IDX2015","A","2022",371.3609,
"TUR","CPI","TOT_FOODENRG","IDX2015","A","2018",139.6042,
"TUR","CPI","TOT_FOODENRG","IDX2015","A","2019",159.0028,
"TUR","CPI","TOT_FOODENRG","IDX2015","A","2020",178.6963,
"TUR","CPI","TOT_FOODENRG","IDX2015","A","2021",209.8655,
"TUR","CPI","TOT_FOODENRG","IDX2015","A","2022",332.8474,
"GBR","CPI","ENRG","IDX2015","A","2018",110.5,
"GBR","CPI","ENRG","IDX2015","A","2019",112.8,
"GBR","CPI","ENRG","IDX2015","A","2020",105.4,
"GBR","CPI","ENRG","IDX2015","A","2021",115,
"GBR","CPI","ENRG","IDX2015","A","2022",169.4,
"GBR","CPI","FOOD","IDX2015","A","2018",101.9,
"GBR","CPI","FOOD","IDX2015","A","2019",103.3,
"GBR","CPI","FOOD","IDX2015","A","2020",104,
"GBR","CPI","FOOD","IDX2015","A","2021",104.3,
"GBR","CPI","FOOD","IDX2015","A","2022",115.8,
"GBR","CPI","TOT","IDX2015","A","2018",106,
"GBR","CPI","TOT","IDX2015","A","2019",107.8,
"GBR","CPI","TOT","IDX2015","A","2020",108.9,
"GBR","CPI","TOT","IDX2015","A","2021",111.6,
"GBR","CPI","TOT","IDX2015","A","2022",120.5,
"GBR","CPI","TOT_FOODENRG","IDX2015","A","2018",105.9,
"GBR","CPI","TOT_FOODENRG","IDX2015","A","2019",107.7,
"GBR","CPI","TOT_FOODENRG","IDX2015","A","2020",109.3,
"GBR","CPI","TOT_FOODENRG","IDX2015","A","2021",111.9,
"GBR","CPI","TOT_FOODENRG","IDX2015","A","2022",117.8,
"USA","CPI","ENRG","IDX2015","A","2018",108.4016,
"USA","CPI","ENRG","IDX2015","A","2019",106.1111,
"USA","CPI","ENRG","IDX2015","A","2020",97.06959,
"USA","CPI","ENRG","IDX2015","A","2021",117.4622,
"USA","CPI","ENRG","IDX2015","A","2022",147.0049,
"USA","CPI","FOOD","IDX2015","A","2018",98.92377,
"USA","CPI","FOOD","IDX2015","A","2019",99.79937,
"USA","CPI","FOOD","IDX2015","A","2020",103.2974,
"USA","CPI","FOOD","IDX2015","A","2021",106.8809,
"USA","CPI","FOOD","IDX2015","A","2022",119.1069,
"USA","CPI","TOT","IDX2015","A","2018",105.9446,
"USA","CPI","TOT","IDX2015","A","2019",107.8646,
"USA","CPI","TOT","IDX2015","A","2020",109.1952,
"USA","CPI","TOT","IDX2015","A","2021",114.325,
"USA","CPI","TOT","IDX2015","A","2022",123.4742,
"USA","CPI","TOT_FOODENRG","IDX2015","A","2018",106.3236,
"USA","CPI","TOT_FOODENRG","IDX2015","A","2019",108.6541,
"USA","CPI","TOT_FOODENRG","IDX2015","A","2020",110.5043,
"USA","CPI","TOT_FOODENRG","IDX2015","A","2021",114.4516,
"USA","CPI","TOT_FOODENRG","IDX2015","A","2022",121.4908,
"BRA","CPI","FOOD","IDX2015","A","2018",114.4703,
"BRA","CPI","TOT","IDX2015","A","2018",116.6092,
"BRA","CPI","TOT","IDX2015","A","2019",120.9622,
"BRA","CPI","TOT","IDX2015","A","2020",124.8472,
"BRA","CPI","TOT","IDX2015","A","2021",135.2116,
"BRA","CPI","TOT","IDX2015","A","2022",147.7594,
"CHL","CPI","ENRG","IDX2015","A","2018",112.045,
"CHL","CPI","ENRG","IDX2015","A","2019",114.5448,
"CHL","CPI","ENRG","IDX2015","A","2020",115.6478,
"CHL","CPI","ENRG","IDX2015","A","2021",126.0723,
"CHL","CPI","ENRG","IDX2015","A","2022",152.4467,
"CHL","CPI","FOOD","IDX2015","A","2018",109.1404,
"CHL","CPI","FOOD","IDX2015","A","2019",111.9442,
"CHL","CPI","FOOD","IDX2015","A","2020",119.4881,
"CHL","CPI","FOOD","IDX2015","A","2021",125.9477,
"CHL","CPI","FOOD","IDX2015","A","2022",148.2669,
"CHL","CPI","TOT","IDX2015","A","2018",108.6338,
"CHL","CPI","TOT","IDX2015","A","2019",111.4121,
"CHL","CPI","TOT","IDX2015","A","2020",114.8052,
"CHL","CPI","TOT","IDX2015","A","2021",119.9996,
"CHL","CPI","TOT","IDX2015","A","2022",133.9722,
"CHL","CPI","TOT_FOODENRG","IDX2015","A","2018",108.1122,
"CHL","CPI","TOT_FOODENRG","IDX2015","A","2019",110.91,
"CHL","CPI","TOT_FOODENRG","IDX2015","A","2020",113.4455,
"CHL","CPI","TOT_FOODENRG","IDX2015","A","2021",117.7806,
"CHL","CPI","TOT_FOODENRG","IDX2015","A","2022",128.3234,
"CHN","CPI","FOOD","IDX2015","A","2018",105.4721,
"CHN","CPI","FOOD","IDX2015","A","2019",113.158,
"CHN","CPI","FOOD","IDX2015","A","2020",122.3378,
"CHN","CPI","FOOD","IDX2015","A","2021",117.0512,
"CHN","CPI","FOOD","IDX2015","A","2022",120.1576,
"CHN","CPI","TOT","IDX2015","A","2018",105.775,
"CHN","CPI","TOT","IDX2015","A","2019",108.8417,
"CHN","CPI","TOT","IDX2015","A","2020",111.475,
"CHN","CPI","TOT","IDX2015","A","2021",112.5686,
"CHN","CPI","TOT","IDX2015","A","2022",114.7902,
"COL","CPI","ENRG","IDX2015","A","2018",119.8651,
"COL","CPI","ENRG","IDX2015","A","2019",126.6936,
"COL","CPI","ENRG","IDX2015","A","2020",125.261,
"COL","CPI","ENRG","IDX2015","A","2021",131.6819,
"COL","CPI","ENRG","IDX2015","A","2022",151.5029,
"COL","CPI","FOOD","IDX2015","A","2018",114.8331,
"COL","CPI","FOOD","IDX2015","A","2019",120.44,
"COL","CPI","FOOD","IDX2015","A","2020",127.1263,
"COL","CPI","FOOD","IDX2015","A","2021",139.4902,
"COL","CPI","FOOD","IDX2015","A","2022",174.3086,
"COL","CPI","TOT","IDX2015","A","2018",115.7863,
"COL","CPI","TOT","IDX2015","A","2019",119.8655,
"COL","CPI","TOT","IDX2015","A","2020",122.894,
"COL","CPI","TOT","IDX2015","A","2021",127.1892,
"COL","CPI","TOT","IDX2015","A","2022",140.1336,
"COL","CPI","TOT_FOODENRG","IDX2015","A","2018",115.6601,
"COL","CPI","TOT_FOODENRG","IDX2015","A","2019",119.2355,
"COL","CPI","TOT_FOODENRG","IDX2015","A","2020",121.9153,
"COL","CPI","TOT_FOODENRG","IDX2015","A","2021",124.4428,
"COL","CPI","TOT_FOODENRG","IDX2015","A","2022",132.5073,
"CRI","CPI","ENRG","IDX2015","A","2018",107.1782,
"CRI","CPI","ENRG","IDX2015","A","2019",106.0938,
"CRI","CPI","ENRG","IDX2015","A","2020",100.2024,
"CRI","CPI","ENRG","IDX2015","A","2021",107.2836,
"CRI","CPI","FOOD","IDX2015","A","2018",102.5036,
"CRI","CPI","FOOD","IDX2015","A","2019",103.321,
"CRI","CPI","FOOD","IDX2015","A","2020",103.8202,
"CRI","CPI","FOOD","IDX2015","A","2021",106.1471,
"CRI","CPI","TOT","IDX2015","A","2018",103.865,
"CRI","CPI","TOT","IDX2015","A","2019",106.042,
"CRI","CPI","TOT","IDX2015","A","2020",106.8107,
"CRI","CPI","TOT","IDX2015","A","2021",108.6548,
"CRI","CPI","TOT_FOODENRG","IDX2015","A","2018",103.9791,
"CRI","CPI","TOT_FOODENRG","IDX2015","A","2019",106.8303,
"CRI","CPI","TOT_FOODENRG","IDX2015","A","2020",108.2301,
"CRI","CPI","TOT_FOODENRG","IDX2015","A","2021",109.1869,
"EST","CPI","ENRG","IDX2015","A","2018",110.8427,
"EST","CPI","ENRG","IDX2015","A","2019",112.9553,
"EST","CPI","ENRG","IDX2015","A","2020",104.8328,
"EST","CPI","ENRG","IDX2015","A","2021",124.1622,
"EST","CPI","ENRG","IDX2015","A","2022",203.0325,
"EST","CPI","FOOD","IDX2015","A","2018",108.9489,
"EST","CPI","FOOD","IDX2015","A","2019",112.2501,
"EST","CPI","FOOD","IDX2015","A","2020",114.6514,
"EST","CPI","FOOD","IDX2015","A","2021",116.7587,
"EST","CPI","FOOD","IDX2015","A","2022",140.0078,
"EST","CPI","TOT","IDX2015","A","2018",107.13,
"EST","CPI","TOT","IDX2015","A","2019",109.5697,
"EST","CPI","TOT","IDX2015","A","2020",109.0826,
"EST","CPI","TOT","IDX2015","A","2021",114.1584,
"EST","CPI","TOT","IDX2015","A","2022",136.3031,
"EST","CPI","TOT_FOODENRG","IDX2015","A","2018",105.868,
"EST","CPI","TOT_FOODENRG","IDX2015","A","2019",108.1146,
"EST","CPI","TOT_FOODENRG","IDX2015","A","2020",108.2754,
"EST","CPI","TOT_FOODENRG","IDX2015","A","2021",111.2882,
"EST","CPI","TOT_FOODENRG","IDX2015","A","2022",122.1123,
"IND","CPI","TOT","IDX2015","A","2018",112.7829,
"IND","CPI","TOT","IDX2015","A","2019",121.4217,
"IND","CPI","TOT","IDX2015","A","2020",128.1744,
"IND","CPI","TOT","IDX2015","A","2021",134.4423,
"IND","CPI","TOT","IDX2015","A","2022",142.3749,
"IDN","CPI","TOT","IDX2015","A","2018",110.9061,
"IDN","CPI","TOT","IDX2015","A","2019",114.2672,
"IDN","CPI","TOT","IDX2015","A","2020",116.4623,
"IDN","CPI","TOT","IDX2015","A","2021",118.2792,
"IDN","CPI","TOT","IDX2015","A","2022",123.2581,
"ISR","CPI","ENRG","IDX2015","A","2018",99.7561,
"ISR","CPI","ENRG","IDX2015","A","2019",99.3064,
"ISR","CPI","ENRG","IDX2015","A","2020",91.47866,
"ISR","CPI","ENRG","IDX2015","A","2021",96.42519,
"ISR","CPI","ENRG","IDX2015","A","2022",106.3673,
"ISR","CPI","FOOD","IDX2015","A","2018",99.69471,
"ISR","CPI","FOOD","IDX2015","A","2019",101.7639,
"ISR","CPI","FOOD","IDX2015","A","2020",101.7554,
"ISR","CPI","FOOD","IDX2015","A","2021",102.7632,
"ISR","CPI","FOOD","IDX2015","A","2022",107.2153,
"ISR","CPI","TOT","IDX2015","A","2018",100.5124,
"ISR","CPI","TOT","IDX2015","A","2019",101.3609,
"ISR","CPI","TOT","IDX2015","A","2020",100.7645,
"ISR","CPI","TOT","IDX2015","A","2021",102.2681,
"ISR","CPI","TOT","IDX2015","A","2022",106.7624,
"ISR","CPI","TOT_FOODENRG","IDX2015","A","2018",100.6496,
"ISR","CPI","TOT_FOODENRG","IDX2015","A","2019",101.3666,
"ISR","CPI","TOT_FOODENRG","IDX2015","A","2020",101.2232,
"ISR","CPI","TOT_FOODENRG","IDX2015","A","2021",102.4835,
"ISR","CPI","TOT_FOODENRG","IDX2015","A","2022",106.5416,
"LVA","CPI","ENRG","IDX2015","A","2018",103.7908,
"LVA","CPI","ENRG","IDX2015","A","2019",106.9819,
"LVA","CPI","ENRG","IDX2015","A","2020",99.35584,
"LVA","CPI","ENRG","IDX2015","A","2021",109.7846,
"LVA","CPI","ENRG","IDX2015","A","2022",163.483,
"LVA","CPI","FOOD","IDX2015","A","2018",107.3351,
"LVA","CPI","FOOD","IDX2015","A","2019",110.463,
"LVA","CPI","FOOD","IDX2015","A","2020",113.1094,
"LVA","CPI","FOOD","IDX2015","A","2021",115.64,
"LVA","CPI","FOOD","IDX2015","A","2022",140.665,
"LVA","CPI","TOT","IDX2015","A","2018",105.6875,
"LVA","CPI","TOT","IDX2015","A","2019",108.6588,
"LVA","CPI","TOT","IDX2015","A","2020",108.8969,
"LVA","CPI","TOT","IDX2015","A","2021",112.4641,
"LVA","CPI","TOT","IDX2015","A","2022",131.932,
"LVA","CPI","TOT_FOODENRG","IDX2015","A","2018",105.5496,
"LVA","CPI","TOT_FOODENRG","IDX2015","A","2019",108.4121,
"LVA","CPI","TOT_FOODENRG","IDX2015","A","2020",109.7345,
"LVA","CPI","TOT_FOODENRG","IDX2015","A","2021",111.7939,
"LVA","CPI","TOT_FOODENRG","IDX2015","A","2022",119.7784,
"LTU","CPI","ENRG","IDX2015","A","2018",104.127,
"LTU","CPI","ENRG","IDX2015","A","2019",104.2594,
"LTU","CPI","ENRG","IDX2015","A","2020",93.98287,
"LTU","CPI","ENRG","IDX2015","A","2021",107.4524,
"LTU","CPI","ENRG","IDX2015","A","2022",167.7907,
"LTU","CPI","FOOD","IDX2015","A","2018",106.3515,
"LTU","CPI","FOOD","IDX2015","A","2019",109.4675,
"LTU","CPI","FOOD","IDX2015","A","2020",111.9427,
"LTU","CPI","FOOD","IDX2015","A","2021",115.0396,
"LTU","CPI","FOOD","IDX2015","A","2022",145.3451,
"LTU","CPI","TOT","IDX2015","A","2018",107.4858,
"LTU","CPI","TOT","IDX2015","A","2019",109.9951,
"LTU","CPI","TOT","IDX2015","A","2020",111.3149,
"LTU","CPI","TOT","IDX2015","A","2021",116.5284,
"LTU","CPI","TOT","IDX2015","A","2022",139.4904,
"LTU","CPI","TOT_FOODENRG","IDX2015","A","2018",108.6375,
"LTU","CPI","TOT_FOODENRG","IDX2015","A","2019",111.4679,
"LTU","CPI","TOT_FOODENRG","IDX2015","A","2020",114.8735,
"LTU","CPI","TOT_FOODENRG","IDX2015","A","2021",118.8963,
"LTU","CPI","TOT_FOODENRG","IDX2015","A","2022",131.161,
"RUS","CPI","FOOD","IDX2015","A","2018",110.3766,
"RUS","CPI","FOOD","IDX2015","A","2019",116.6378,
"RUS","CPI","FOOD","IDX2015","A","2020",121.6828,
"RUS","CPI","FOOD","IDX2015","A","2021",133.3702,
"RUS","CPI","TOT","IDX2015","A","2018",114.1797,
"RUS","CPI","TOT","IDX2015","A","2019",119.2839,
"RUS","CPI","TOT","IDX2015","A","2020",123.3177,
"RUS","CPI","TOT","IDX2015","A","2021",131.5731,
"SAU","CPI","FOOD","IDX2015","A","2018",104.2037,
"SAU","CPI","FOOD","IDX2015","A","2019",106.3711,
"SAU","CPI","FOOD","IDX2015","A","2020",115.9578,
"SAU","CPI","FOOD","IDX2015","A","2021",122.2074,
"SAU","CPI","FOOD","IDX2015","A","2022",126.7541,
"SAU","CPI","TOT","IDX2015","A","2018",103.7013,
"SAU","CPI","TOT","IDX2015","A","2019",101.5305,
"SAU","CPI","TOT","IDX2015","A","2020",105.0286,
"SAU","CPI","TOT","IDX2015","A","2021",108.246,
"SAU","CPI","TOT","IDX2015","A","2022",110.9241,
"SVN","CPI","ENRG","IDX2015","A","2018",104.9575,
"SVN","CPI","ENRG","IDX2015","A","2019",106.2125,
"SVN","CPI","ENRG","IDX2015","A","2020",95.95084,
"SVN","CPI","ENRG","IDX2015","A","2021",106.5792,
"SVN","CPI","ENRG","IDX2015","A","2022",131.2475,
"SVN","CPI","FOOD","IDX2015","A","2018",105.9225,
"SVN","CPI","FOOD","IDX2015","A","2019",107.6175,
"SVN","CPI","FOOD","IDX2015","A","2020",111.405,
"SVN","CPI","FOOD","IDX2015","A","2021",111.1842,
"SVN","CPI","FOOD","IDX2015","A","2022",124.8033,
"SVN","CPI","TOT","IDX2015","A","2018",103.1367,
"SVN","CPI","TOT","IDX2015","A","2019",104.8183,
"SVN","CPI","TOT","IDX2015","A","2020",104.7608,
"SVN","CPI","TOT","IDX2015","A","2021",106.7692,
"SVN","CPI","TOT","IDX2015","A","2022",116.2008,
"SVN","CPI","TOT_FOODENRG","IDX2015","A","2018",102.1775,
"SVN","CPI","TOT_FOODENRG","IDX2015","A","2019",103.9309,
"SVN","CPI","TOT_FOODENRG","IDX2015","A","2020",104.6459,
"SVN","CPI","TOT_FOODENRG","IDX2015","A","2021",105.7793,
"SVN","CPI","TOT_FOODENRG","IDX2015","A","2022",111.931,
"ZAF","CPI","ENRG","IDX2015","A","2018",123.6235,
"ZAF","CPI","ENRG","IDX2015","A","2019",130.0677,
"ZAF","CPI","ENRG","IDX2015","A","2020",129.9483,
"ZAF","CPI","ENRG","IDX2015","A","2021",148.5447,
"ZAF","CPI","ENRG","IDX2015","A","2022",183.5963,
"ZAF","CPI","FOOD","IDX2015","A","2018",123.0354,
"ZAF","CPI","FOOD","IDX2015","A","2019",127.4025,
"ZAF","CPI","FOOD","IDX2015","A","2020",132.9934,
"ZAF","CPI","FOOD","IDX2015","A","2021",141.1038,
"ZAF","CPI","FOOD","IDX2015","A","2022",154.2052,
"ZAF","CPI","TOT","IDX2015","A","2018",117.1599,
"ZAF","CPI","TOT","IDX2015","A","2019",121.9872,
"ZAF","CPI","TOT","IDX2015","A","2020",125.903,
"ZAF","CPI","TOT","IDX2015","A","2021",131.7092,
"ZAF","CPI","TOT","IDX2015","A","2022",140.9812,
"ZAF","CPI","TOT_FOODENRG","IDX2015","A","2018",114.9237,
"ZAF","CPI","TOT_FOODENRG","IDX2015","A","2019",119.6637,
"ZAF","CPI","TOT_FOODENRG","IDX2015","A","2020",123.6836,
"ZAF","CPI","TOT_FOODENRG","IDX2015","A","2021",127.5422,
"ZAF","CPI","TOT_FOODENRG","IDX2015","A","2022",133.3531,
"OECD","CPI","ENRG","IDX2015","A","2018",109.0715,
"OECD","CPI","ENRG","IDX2015","A","2019",109.5636,
"OECD","CPI","ENRG","IDX2015","A","2020",102.6507,
"OECD","CPI","ENRG","IDX2015","A","2021",118.5891,
"OECD","CPI","ENRG","IDX2015","A","2022",153.7994,
"OECD","CPI","FOOD","IDX2015","A","2018",103.7663,
"OECD","CPI","FOOD","IDX2015","A","2019",105.922,
"OECD","CPI","FOOD","IDX2015","A","2020",109.5415,
"OECD","CPI","FOOD","IDX2015","A","2021",113.341,
"OECD","CPI","FOOD","IDX2015","A","2022",128.2485,
"OECD","CPI","TOT","IDX2015","A","2018",106.2044,
"OECD","CPI","TOT","IDX2015","A","2019",108.4014,
"OECD","CPI","TOT","IDX2015","A","2020",109.8613,
"OECD","CPI","TOT","IDX2015","A","2021",114.2408,
"OECD","CPI","TOT","IDX2015","A","2022",125.1507,
"OECD","CPI","TOT_FOODENRG","IDX2015","A","2018",106.0038,
"OECD","CPI","TOT_FOODENRG","IDX2015","A","2019",108.2735,
"OECD","CPI","TOT_FOODENRG","IDX2015","A","2020",110.1076,
"OECD","CPI","TOT_FOODENRG","IDX2015","A","2021",113.3606,
"OECD","CPI","TOT_FOODENRG","IDX2015","A","2022",121.0133,
"OECDE","CPI","ENRG","IDX2015","A","2018",109.2436,
"OECDE","CPI","ENRG","IDX2015","A","2019",111.889,
"OECDE","CPI","ENRG","IDX2015","A","2020",106.1854,
"OECDE","CPI","ENRG","IDX2015","A","2021",120.1609,
"OECDE","CPI","ENRG","IDX2015","A","2022",173.365,
"OECDE","CPI","FOOD","IDX2015","A","2018",107.0559,
"OECDE","CPI","FOOD","IDX2015","A","2019",110.5895,
"OECDE","CPI","FOOD","IDX2015","A","2020",113.9232,
"OECDE","CPI","FOOD","IDX2015","A","2021",117.6229,
"OECDE","CPI","FOOD","IDX2015","A","2022",138.2664,
"OECDE","CPI","TOT","IDX2015","A","2018",106.6406,
"OECDE","CPI","TOT","IDX2015","A","2019",109.4274,
"OECDE","CPI","TOT","IDX2015","A","2020",111.1751,
"OECDE","CPI","TOT","IDX2015","A","2021",115.7379,
"OECDE","CPI","TOT","IDX2015","A","2022",131.6913,
"OECDE","CPI","TOT_FOODENRG","IDX2015","A","2018",106.2152,
"OECDE","CPI","TOT_FOODENRG","IDX2015","A","2019",108.8094,
"OECDE","CPI","TOT_FOODENRG","IDX2015","A","2020",111.0366,
"OECDE","CPI","TOT_FOODENRG","IDX2015","A","2021",114.5483,
"OECDE","CPI","TOT_FOODENRG","IDX2015","A","2022",125.2144,
"G-7","CPI","ENRG","IDX2015","A","2018",107.2245,
"G-7","CPI","ENRG","IDX2015","A","2019",106.5372,
"G-7","CPI","ENRG","IDX2015","A","2020",98.71414,
"G-7","CPI","ENRG","IDX2015","A","2021",114.7939,
"G-7","CPI","ENRG","IDX2015","A","2022",146.2101,
"G-7","CPI","FOOD","IDX2015","A","2018",101.0622,
"G-7","CPI","FOOD","IDX2015","A","2019",102.1556,
"G-7","CPI","FOOD","IDX2015","A","2020",104.8953,
"G-7","CPI","FOOD","IDX2015","A","2021",107.4812,
"G-7","CPI","FOOD","IDX2015","A","2022",118.6617,
